source,content,price,product_type,vendor
osaki-os-9500-shiatsu-heated-massaging-seat,"Product Name: Osaki OS-9500 Shiatsu Heated Massaging Seat
Description: Shiatsu Kneading Massage 4 Rotating Massage Heads Heat Theraphy Seat Vibration Neck &amp; Shoulder Shiatsu Massage 3 Selectable Massage Zones Removable &amp; Washable head cover const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-9500%20Shiatsu%20Heated%20Massaging%20Seat.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Title: Default Title] => Total Price: $149.99 | Availability: 1000 in stock",149.99,Portable Massager,Osaki
osaki-os-aa01-hand-massager,"Product Name: Osaki OS-AA01 Hand Massager
Description: Air Pressure Massage Heat Therapy Acupressure Massage Intensity Control Wireless USB Rechargeable const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-AA01%20Hand%20Massager.html#L6""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Title: Default Title] => Total Price: $139.99 | Availability: 1000 in stock",139.99,Portable Massager,Osaki
osaki-os-ai-vera-4d,"Product Name: Osaki OS-Ai VERA 4D+
Description: 4D Massage Mechanism Intelligent Health Detection SL-Track Zero Gravity Reclining Lumbar &amp; Calf Heating 17 Auto Programs 9 Massage Styles Automatic Extendable Footrest 32 Cell Full Body Air Massage 4D+ Sonic Massage const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20Platinum-%20Vera%204D%2B.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Taupe / Delivery: Curbside Delivery - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock",7999.0,Massage Chair,Osaki
osaki-os-atai,"Product Name: Osaki OS-Atai
Description: 2D Massage Mechanism Computerized Body Scanning SL-Track Zero Gravity Reclining Space Saving Technology 20 Air Cell Full Body Compression Back &amp; Calf Heating 6 Auto Programs with 5 Massage Styles Extendable Footrest Roller Foot Massager Remote Controller Surround Sound Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Atai.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $1799.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2048.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2148.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2074.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2323.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2423.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1799.0 | Availability: 998 in stock
- [Standard Option] => Total Price: $2048.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2148.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2074.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2323.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2423.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1799.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $2048.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2148.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2074.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2323.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2423.95 | Availability: 1000 in stock",1799.0,Massage Chair,Osaki
osaki-os-champ,"Product Name: OSAKI OS-Champ
Description: 2D Massage Mechanism SL-Track 2 Stages Zero Gravity Space Saving Technology Extendable Footrest 5 Auto Programs &amp; 5 Massage Styles 18 Air Bag Full Body Compression Foot &amp; Calf Massage Bluetooth Speaker const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Champ.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Brown & Beige / Delivery: Curbside - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Part Only) - Free] => Total Price: $1299.0 | Availability: 994 in stock
- [Standard Option] => Total Price: $1548.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1648.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1574.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $1823.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1923.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1299.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1548.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1648.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1574.0 | Availability: 998 in stock
- [Standard Option] => Total Price: $1823.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1923.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1299.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1548.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1648.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1574.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1823.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1923.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1299.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1548.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1648.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1574.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $1823.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1923.95 | Availability: 1000 in stock",1299.0,Massage Chair,Osaki
osaki-os-highpointe-4d,"Product Name: Osaki OS-Highpointe 4D
Description: 4D Massage Mechanism Touchscreen Controller Intelligent Voice Control Deep Calf Kneading Computerized Body Scanning SL-Track 44 Air Cell Full Body Compression Lumbar &amp; Calf Heating with Heating Shawl Ultra Long Extension 3 Rollers Foot and Calf Massage Zero Gravity Reclining Space Saving Technology 16 Auto Programs with 6 Manual Massage Styles Surround Sound Bluetooth Speakers Wireless Phone Charger const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Highpointe%204D.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Blue / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 997 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 999 in stock",4999.0,Massage Chair,Osaki
osaki-os-hiro-lt,"Product Name: Osaki OS-Hiro LT 3D
Description: Japanese Brushless Motor Computerized Body Scanning SL-Track Zero Gravity Reclining Space Saving Technology Lumbar Heat Therapy Extendable Footrest Surround Sound Bluetooth Speakers Intuitive Remote Control USB Charger Chromotherapy const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Hiro%20LT.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Part Only) - Free] => Total Price: $5699.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $5948.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $6048.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $5974.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $6223.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $6323.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $5699.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $5948.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $6048.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $5974.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $6223.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $6323.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $5699.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $5948.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $6048.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $5974.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $6223.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $6323.95 | Availability: Out of Stock",5699.0,Massage Chair,titan-chair
osaki-os-monarch,"Product Name: Osaki OS-Monarch
Description: 3D Massage Mechanism L-track Intelligent Body Scanning Lumbar Heat Therapy Zero Gravity Reclining Full Body Compression Massage Specialized Foot Massage Intuitive Remote Control Multi-lingual Support const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Monarch.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $1999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2248.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2348.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2523.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2623.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1799.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2048.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2148.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2074.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2323.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2423.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2248.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2348.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2523.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2623.95 | Availability: Out of Stock",1799.0,Massage Chair,Osaki
osaki-os-pro-3d-tecno,"Product Name: Osaki OS-Pro 3D Tecno
Description: 3D Massage Mechanism Computerized Body Scanning SL-Track 9 Auto Programs &amp; 5 Massage Styles 38 Air Cell Full Body Compression Zero Gravity Reclining Space Saving Technology Lumbar and Calf Heating Dual Foot Rollers &amp; Calf Kneading Automatic Extendable Footrest Surround Sound Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Pro%203D%20Tecno.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $1999.0 | Availability: 14 in stock
- [Standard Option] => Total Price: $2248.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $2348.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $2174.0 | Availability: 15 in stock
- [Standard Option] => Total Price: $2523.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $2623.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $1999.0 | Availability: 15 in stock
- [Standard Option] => Total Price: $2248.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $2348.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $2274.0 | Availability: 15 in stock
- [Standard Option] => Total Price: $2523.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $2623.95 | Availability: 15 in stock
- [Standard Option] => Total Price: $1999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2248.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2348.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2523.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2623.95 | Availability: Out of Stock",1999.0,Massage Chair,Osaki
osaki-os-pro-4d-duomax,"Product Name: Osaki OS-Pro 4D DuoMax
Description: (Free Back pad &amp; Cleaning kit event) Intelligent HealthPro Duo Mech™ 4D+3D Mechanism 8 Roller-Track Massage 2 Heating Cores SL Flex Track Smart Voice Control Body Heat Therapy 36 Air Cell Full Body Compression 20 Auto Programs &amp; 11 Massage Styles Automatic Extendable Footrest Wireless Charging const externalURL = ""https://ota-shawn.github.io/Products/Osaki/OS-Pro%204D%20DuoMax.html""; const $j = jQuery.noConflict(true); $j(""#externalURL"").load(externalURL, () => { $j(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Brown / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $12999.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $13274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $12999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $13274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $12999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $13274.0 | Availability: 1000 in stock",12999.0,Massage Chair,Osaki
osaki-os-pro-4d-duomax-se,"Product Name: Osaki OS-Pro 4D DuoMax SE
Description: Intelligent HealthPro Duo Mech™ 4D+3D Mechanism 8 Roller-Track Massage 2 Heating Cores SL Flex Track Smart Voice Control Body Heat Therapy 38 Air Cell Full Body Compression 20 Auto Programs &amp; 11 Massage Styles Automatic Extendable Footrest Wireless Charging const externalURL = ""https://ota-shawn.github.io/Products/Osaki/DuoMax%20SE.html""; const $j = jQuery.noConflict(true); $j(""#externalURL"").load(externalURL, () => { $j(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Midnight Black / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $13999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $14274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $13999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $14274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $13999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $14274.0 | Availability: 1000 in stock",13999.0,Massage Chair,Osaki
osaki-os-pro-admiral-ii,"Product Name: Osaki OS-Pro Admiral II
Description: 3D Massage Mechanism SL-Track 6 Massage Styles 15 Auto Programs Zero Gravity Reclining Space Saving Technology Lumbar Heat Therapy Full Body Compression Massage Surround Sound Bluetooth Speakers USB Charger const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Pro%20Admiral%20II.html#L7""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black & Silver / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Part Only)-Free] => Total Price: $7999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8248.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8348.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8523.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8623.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $7999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8248.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8348.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8523.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8623.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $7999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8248.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8348.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8523.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $8623.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $7999.0 | Availability: 7 in stock
- [Standard Option] => Total Price: $8248.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $8348.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 9 in stock
- [Standard Option] => Total Price: $8523.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $8623.95 | Availability: 10 in stock",7999.0,Massage Chair,Osaki
osaki-os-pro-maestro-4d,"Product Name: Osaki OS-Pro Maestro 4D
Description: 4D Massage Mechanism Heated Back Roller Computerized Body Scanning SL-Track 8 Auto Programs &amp; 6 Massage Styles Space Saving Technology Zero Gravity Reclining Deep Calf Kneading Convenient Shortcut Panel Surround Sound Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Pro%20Maestro.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black & Silver / Delivery: Curbside - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9623.95 | Availability: 1000 in stock",8999.0,Massage Chair,Osaki
osaki-os-pro-maestro-le,"Product Name: Osaki OS-Pro Maestro LE
Description: 4D Massage Mechanism Heated Back Roller Computerized Body Scanning SL-Track 8 Auto Programs &amp; 6 Massage Styles Space Saving Technology Zero Gravity Reclining Deep Calf Kneading Convenient Shortcut Panel Touchscreen Control Surround Sound Bluetooth Speakers USB &amp; Wireless Phone Charger const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-Pro%20Maestro%20LE.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock",8999.0,Massage Chair,Osaki
osaki-platinum-avalon,"Product Name: Osaki Platinum 4D Avalon
Description: 3D/4D Massage Mechanism Touchscreen Controller AI HealthPro Wireless Phone Charger Intelligent Voice Activation 40 Air Cell Full Body Compression Automatic Leg Extension Deep Calf Kneading Heat Shawl Lumbar Therapy Memory Function Bluetooth speaker --> const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%203D·4D%20Avalon.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $8999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $9274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $9274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $8999.0 | Availability: 22 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 9 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 10 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 5 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 12 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 2 in stock",8999.0,Massage Chair,Osaki
osaki-platinum-escape-duo-4d,"Product Name: Osaki Platinum - Escape Duo 4D
Description: AI Health Detection Wide Touchscreen Monitor YouTube Entertainment 4D + 4D Mechanism Heated Back Rollers Automatic Body Scan System 18 Auto Massage Programs 19 Manual Massage Programs SL Flex Track System Automatic Extendable Footrest Calf And Foot Rollers Triple Action Heating Therapy 57-Cell Full Body Air Massage Monster Bluetooth Speakers Voice Command Aromatherapy const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Escape%20Duo.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $15999.0 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16248.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16348.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16274.0 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16523.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16623.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $15999.0 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16248.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16348.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16274.0 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16523.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16623.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $15999.0 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16248.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16348.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16274.0 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16523.95 | Availability: 1001 in stock
- [Standard Option] => Total Price: $16623.95 | Availability: 1001 in stock",15999.0,Massage Chair,Osaki
osaki-platinum-solis-4d,"Product Name: Osaki Platinum Solis Duo 4D+
Description: 4D Dual Mechanism 2 Separate Mech Controller Flex Track System 190° Spinal Decompression Stretch Intelligent Voice Recognition Touchscreen Controller Lumbar Heating Therapy 54 Air Cell Compression 18 Auto Programs &amp; 5 Massage Styles Spinning Calf Rollers Extended Calf Massage HD Bluetooth Surround Speakers Automatic Extendable Footrest LED Mood Lighting Side Control Panel const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Solis.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $11999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $12274.0 | Availability: 1 in stock
- [Standard Option] => Total Price: $11999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $12274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $11999.0 | Availability: 992 in stock
- [Standard Option] => Total Price: $12274.0 | Availability: 995 in stock",11999.0,Massage Chair,Osaki
